code|taxid|taxname|lineage
1|50398|Anarhynchus montanus|50398 425625 8907 8906 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2919359|Motacilla tschutschensis taivana|2919359 662061 45806 36256 175121 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|303304|Ara glaucogularis|303304 9225 9224 9223 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|585235|Gobio soldatovi|585235 27703 2743715 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|457518|Iksookimia yongdokensis|457518 457513 278169 7982 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|57985|Megachasma pelagios|57985 57984 57976 30496 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|215378|Halichoeres melanurus|215378 51788 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|143322|Myctophum affine|143322 68516 68515 68514 123354 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|27790|Natator depressus|27790 27789 8465 27791 1579336 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1886673|Oreonectes daqikongensis|1886673 341094 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|302049|Carcharhinus longimanus|302049 7806 7805 30483 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|34996|Emydocephalus ijimae|34996 34995 292440 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|36255|Fringilla montifringilla|36255 36254 37597 9133 175121 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|172659|Parophrys vetulus|172659 172658 8256 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|361645|Schizopygopsis malacanthus|361645 263520 2743704 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|273455|Lutjanus johnii|273455 40493 119691 30850 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|136300|Hime japonica|136300 1266827 81361 1489830 68510 1489829 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1046068|Notropis greenei|1046068 28793 2743731 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|88671|Cetostoma regani|88671 88670 88666 8277 1489869 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|586785|Centropyge bispinosa|586785 109718 30862 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|241181|Epinephelus polyphekadion|241181 94231 1505891 274794 30871 1489943 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|255551|Hemitripterus villosus|255551 8093 1545924 30972 1490021 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|557335|Bathyagonus infraspinatus|557335 433406 274778 30972 1490021 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|245761|Scleromystax barbatus|245761 570938 31012 1489791 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|304459|Cromileptes altivelis|304459 304458 1505891 274794 30871 1489943 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|68509|Chauliodus sloani|68509 68508 68507 123351 48438 1489798 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|222698|Clarias meladerma|222698 13012 31009 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2049294|Ara tricolor|2049294 9225 9224 9223 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|365029|Pseudohynobius shuichengensis|365029 157106 30366 30364 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|157107|Pseudohynobius flavomaculatus|157107 157106 30366 30364 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|581055|Pseudohynobius puxiongensis|581055 157106 30366 30364 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|328548|Microphysogobio chinssuensis|328548 328542 2743715 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|586794|Chaetodon wiebeli|586794 37948 30828 1545895 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1367090|Datnioides microlepis|1367090 428445 428444 1489929 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2865735|Homatula wenshanensis|2865735 937053 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|195321|Plesiobatis daviesi|195321 117841 117840 1158984 117851 117893 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|394695|Sebastes melanostictus|394695 34820 274705 274692 8107 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|72089|Sebastes nigrocinctus|72089 34820 274705 274692 8107 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|72099|Sebastes rubrivinctus|72099 34820 274705 274692 8107 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3070152|Platichthys stellatus x Verasper variegatus|3070152 3070151 8259 8256 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|118215|Laudakia tuberculata|118215 52203 81954 81953 83232 8511 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|123683|Oryzias javanicus|123683 8089 8088 47757 28781 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|689641|Clupeichthys perakensis|689641 689639 55120 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|476915|Chirolophis japonicus|476915 320614 476938 30892 8192 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|290102|Serrivomer sector|290102 182439 87098 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2996722|Scorpaena brachyptera|2996722 72113 274703 8108 8107 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1620464|Neolissochilus hendersoni|1620464 370356 2743707 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|187124|Goura victoria|187124 115653 8930 8929 3073799 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|187130|Otidiphaps nobilis|187130 187129 8930 8929 3073799 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|444149|Trugon terrestris|444149 444148 8930 8929 3073799 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|678551|Carassius auratus x Megalobrama amblycephala triploid hybrid|678551 564289 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1579276|Mobula eregoodootenkee|1579276 86365 1158980 1158979 117851 117893 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|119488|Siniperca chuatsi|119488 119487 119486 1545897 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|411519|Turdus hortulorum|411519 9186 9183 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|196750|Catostomus tahoensis|196750 7969 7968 2509193 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|260525|Lutjanus fulviflamma|260525 40493 119691 30850 2024539 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|216979|Coelorinchus occa|216979 83393 630280 30761 1489844 8043 1489843 1489841 1489838 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|80806|Tanakia limbata|80806 80803 2509195 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|163131|Terapon jarbua|163131 163130 30875 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|195642|Pseudaesopia japonica|195642 195641 30948 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|369646|Discogobio laticeps|369646 172909 2743699 2743695 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|164605|Hesperoleucus symmetricus|164605 164604 2743727 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1459831|Hydrolagus affinis|1459831 7872 7869 7864 7863 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1857658|Megalobrama amblycephala x (Megalobrama amblycephala x Megalobrama terminalis)|1857658 75351 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|225387|Ophiodon elongatus|225387 225386 30983 1545920 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|307954|Sinocyclocheilus longibarbatus|307954 75365 2743694 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|526958|Petrotilapia nigra|526958 1905356 28819 319058 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2604718|Triplophysa baotianensis|2604718 341122 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|343527|Schizothorax lantsangensis|343527 75361 2721536 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|163618|Copadichromis virginalis|163618 35573 319058 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|178885|Psittacara leucophthalmus|178885 1664462 9224 9223 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|334915|Variola albimarginata|334915 300414 1505891 274794 30871 1489943 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2736013|Hyporhamphus meeki|2736013 115870 88694 123731 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|394703|Sebastes proriger|394703 34820 274705 274692 8107 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|316366|Jaydia lineata|316366 1604641 475176 83881 1489877 1489876 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|341728|Cynoglossus abbreviatus|341728 106173 603456 30947 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|9209|Phalacrocorax carbo|9209 9207 9206 3073854 3073812 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|206145|Mene maculata|206145 206144 30852 1489905 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|512019|Pelophylax chosenicus|512019 121164 8397 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1789005|Triplophysa labiata|1789005 341122 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|334984|Gephyroberyx darwinii|334984 114855 96776 2558152 1489869 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|195316|Narcine timlei|195316 195315 40665 117888 117893 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|288794|Telmatobius bolivianus|288794 93484 209663 613053 8417 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|7824|Sphyrna tiburo|7824 7822 7805 30483 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1072469|Atlantoraja castelnaui|1072469 117868 117867 7858 117893 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|28742|Cyprinodon rubrofluviatilis|28742 28741 136838 136836 8076 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1819979|Eremias stummeri|1819979 52178 162266 8522 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1608148|Pseudogobius taijiangensis|1608148 249001 497220 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|425520|Anarhichas denticulatus|425520 8203 8202 8192 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|78880|Pseudobagrus koreanus|78880 78872 31013 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1471755|Culter alburnus x Ancherythroculter nigrocauda|1471755 564289 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|305515|Euprotomicrus bispinatus|305515 305514 117914 282414 118040 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|70442|Chionobathyscus dewitti|70442 70441 30806 8205 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1231921|Istigobius campbelli|1231921 150305 497223 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|44495|Chelus fimbriata|44495 44494 8461 8460 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|460222|Sicalis olivascens|460222 163866 400783 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|183150|Oryzias sinensis|183150 8089 8088 47757 28781 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2972643|Salmo pallaryi|2972643 8028 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1003779|Plagiogeneion rubiginosum|1003779 443803 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|443804|Plagiogeneion macrolepis|443804 443803 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1367096|Erythrocles scintillans|1367096 390329 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|490875|Erythrocles schlegelii|490875 390329 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1913190|Erythrocles microceps|1913190 390329 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|443692|Emmelichthys nitidus|443692 181463 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3139918|Emmelichthys papillatus|3139918 181463 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2057074|Emmelichthys karnellai|2057074 181463 181462 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|8014|Osmerus mordax|8014 8013 182230 8012 41711 1489798 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|276763|Lanius schach|276763 28712 9193 192204 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|248993|Dario dario|248993 248992 1489902 1545893 1489900 1489892 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1382212|Symphysanodon katayamai|1382212 722447 722446 3051910 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1358436|Huso dauricus x Acipenser schrenckii|1358436 1358437 7900 186622 7899 32440 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|307966|Sinocyclocheilus bicornutus|307966 75365 2743694 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3150879|Paradoxornis heudei|3150879 201370 36291 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|96888|Sardinella longiceps|96888 96885 7948 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1765093|Ctenotrypauchen chinensis|1765093 1765092 497680 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|516076|Cichla piquiti|516076 40172 319085 318548 319056 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|433633|Gallinago stenura|433633 107376 8917 8906 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|433391|Triglops pingelii|433391 274769 8092 1490021 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|55554|Tridentiger brevispinis|55554 55552 497220 8220 8219 1489878 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|469659|Alosa mediocris|469659 34772 55119 55118 1489460 32446 282425 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|303946|Squatina dumeril|303946 55141 55140 55139 118040 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|241440|Cuora picturata|241440 72005 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1811512|Platycephalus cultellatus|1811512 270567 30987 1490018 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|154827|Xyrauchen texanus|154827 154826 7968 2509193 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1050842|Gobiobotia pappenheimi|1050842 75341 2743715 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
