code|taxid|taxname|lineage
2|476920|Dinogunellus nozawae|3363565 3363404 30892 8192 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|103939|Gloydius strauchi|103939 51647 8710 8689 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|94232|Epinephelus coioides|94232 94231 1505891 274794 30871 1489943 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2857099|Yunnanilus analis|2857099 241470 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|179808|Larus crassirostris|179808 8911 8910 8906 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2025802|Pama pama|2025802 2025801 30870 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|168684|Notophthalmus perstriatus|168684 8315 1331674 8314 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|8327|Triturus dobrogicus|8327 8322 1331674 8314 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|452070|Channa aurantimaculata|452070 33789 30910 50374 1489900 1489892 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|304276|Cottus gulosus|304276 8098 8092 1490021 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1582976|Cornufer vitianus|1582976 685121 1795271 685120 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|48279|Aegotheles cristatus|48279 48276 48275 8902 2607030 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|74924|Manouria impressa|74924 74923 8487 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1577861|Pristis pristis|1577861 55130 55129 117887 117893 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2060314|Neotrygon indica|2060314 651720 30469 117839 117851 117893 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|473455|Gymnothorax fimbriatus|473455 121281 182222 46660 7933 32521 186624 1489340 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|244455|Pleuronichthys cornutus|244455 195633 8256 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|9089|Chrysolophus pictus|9089 9087 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|356812|Acrossocheilus parallens|356812 75335 2509196 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1465724|Metzia mesembrinum|1465724 643414 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|433389|Lepidopsetta polyxystra|433389 195622 8256 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3149577|Chrysuronia versicolor|3149577 304608 9242 8892 2607030 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|681895|Hyphessobrycon herbertaxelrodi|681895 188718 3391110 3391093 1489739 7991 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|187135|Raphus cucullatus|187135 187134 187131 8929 3073799 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|176015|Aratinga solstitialis|176015 12945 9224 9223 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|3358516|Opsarius ardens|3358516 857701 2743710 2743709 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|120496|Limnonectes fujianensis|120496 797091 109961 1191378 685122 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|126373|Oryzias celebensis|126373 8089 8088 47757 28781 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|72085|Sebastes melanops|72085 34820 274705 274692 8107 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|214914|Cottus aleuticus|214914 8098 8092 1490021 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|263686|Carcharhinus melanopterus|263686 7806 7805 30483 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1173612|Claea dabryi|1173612 1173619 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|395889|Stercorarius maccormicki|395889 54057 54049 8906 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|7888|Protopterus annectens|7888 7885 7884 7879 2823314 118077 7878 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|113378|Bufo stejnegeri|113378 8383 8382 8417 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1747188|Kryptolebias hermaphroditus|1747188 326431 28771 45443 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|229061|Arothron stellatus|229061 50368 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1926317|Dryophytes suweonensis|1926317 1926313 374063 192734 8418 8417 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|357738|Turdus dissimilis|357738 9186 9183 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|311901|Pyrrhura cruentata|311901 51909 9224 9223 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|857638|Metzia formosae|857638 643414 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|316138|Cubiceps squamiceps|316138 215400 215399 1489894 1489885 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1758147|Yunnanilus pleurotaenia|1758147 241470 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1148453|Paraplagusia bilineata|1148453 341732 603456 30947 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|43581|Zosterops lateralis|43581 36298 36297 2116661 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1196305|Corvus pectoralis|1196305 30420 28725 192204 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|260622|Mauremys megalocephala|260622 74925 328321 328320 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|286572|Aulonocara stuartgranti|286572 27780 319058 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1497101|Lethrinops lethrinus|1497101 32504 319058 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|109923|Genicanthus melanospilos|109923 109911 30862 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|56350|Falco sparverius|56350 8952 8949 8948 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|178893|Primolius couloni|178893 229695 9224 9223 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1053555|Astyanax lacustris|1053555 7993 3391113 3391093 1489739 7991 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|8130|Coptodon zillii|8130 1315722 1315721 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|69231|Poecilia parae|69231 8080 586240 8079 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|211491|Carassius auratus x Cyprinus carpio x Carassius cuvieri|211491 564289 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|181631|Cyanoderma ruficeps|181631 2614578 9173 2116661 9126 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|71769|Ptychocheilus oregonensis|71769 71768 2743727 2743726 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|118097|Calotes mystaceus|118097 48252 145351 81953 83232 8511 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2048758|Physiculus nematopus|2048758 181407 30759 1489845 8043 1489843 1489841 1489838 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|107947|Scyliorhinus retifer|107947 7829 7826 30483 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|881966|Girella melanichthys|881966 163147 603452 1489938 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|109287|Hippocampus mohnikei|109287 72046 129917 72045 1489884 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|60397|Scriptaphyosemion bertholdi|60397 129983 405002 45443 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|161592|Syngnathus typhle|161592 103719 129914 72045 1489884 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|161594|Trachyrhamphus serratus|161594 161593 129914 72045 1489884 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|43653|Uta stansburiana|43653 43651 42425 2024743 8511 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|341114|Cobitis macrostigma|341114 47718 278169 7982 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|328529|Gnathopogon imberbis|328529 328527 2743716 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1882727|Microphysogobio liaohensis|1882727 328542 2743715 2743714 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|867385|Psittacara brevipes|867385 1664462 9224 9223 3073809 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|386091|Glyptothorax pallozonus|386091 175779 1128655 30995 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|1517472|Thamnaconus hypargyreus|1517472 325628 143346 31023 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|2725302|Triplophysa grahami|2725302 341122 278171 30725 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|109725|Centropyge eibli|109725 109718 30862 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|128173|Fundulopanchax sjostedti|128173 52659 405002 45443 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|134760|Gyrinophilus porphyriticus|134760 134759 698026 8332 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|209541|Trichodon trichodon|209541 209540 148605 1490021 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|52810|Milvus migrans|52810 43517 8955 56259 2558200 3073811 3073808 3078114 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|75356|Mylopharyngodon piceus|75356 75355 2743747 2743745 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1|80971|Amphiprion frenatus|80971 80969 30863 1489909 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
